Brand,Description,Size,PurchasePrice,VendorNumber,VendorName
5545,Midnight Moon Rebel Razz,50mL,1.57,9165,ULTRA BEVERAGE COMPANY LLP
5547,Resurgent Custom Cask Brbn,750mL,39.99,9165,ULTRA BEVERAGE COMPANY LLP
5550,Willett Family Est 4YR Rye,750mL,58.39,1128,BROWN-FORMAN CORP
5551,Midnight Moon Watermelon,50mL,1.49,9165,ULTRA BEVERAGE COMPANY LLP
5552,The Glenlivet Caribbean Rsv,50mL,2.3,17035,PERNOD RICARD USA
5560,Bacardi Mojito Cocktail,1750mL,12.79,480,BACARDI USA INC
5562,Knob Creek 12 Year,750mL,45.79,12546,JIM BEAM BRANDS - BAILMENT
5564,Meukow VS Cognac,375mL,10.07,660,SAZERAC NORTH AMERICA INC.
5565,McQueen and the Violet Fog,750mL,26.61,9165,ULTRA BEVERAGE COMPANY LLP
5566,Grind Espresso Shot,750mL,11.44,3960,DIAGEO NORTH AMERICA INC
5569,Bowling & Burch Gin,750mL,26.92,8352,LUXCO INC
5572,Don Suenos Tequila Blanco,750mL,36.21,4425,MARTIGNETTI COMPANIES
5574,Fabrizia Italian Lemonade,1750mL,15.74,1655,FABRIZIA SPIRITS LLC
5575,Monaco Blue Crush,355mL,2.21,9165,ULTRA BEVERAGE COMPANY LLP
5577,Fabrizia Italian Breeze,1420mL,7.19,1655,FABRIZIA SPIRITS LLC
5578,Monaco Tequila Lime Crush,355mL,2.18,9165,ULTRA BEVERAGE COMPANY LLP
5579,Quiereme Mucho Mezcal Espadi,750mL,55.55,653,STATE WINE & SPIRITS
5581,Monaco Black Raspberry,355mL,2.27,9165,ULTRA BEVERAGE COMPANY LLP
5582,Crafthouse Cktl Pnpl Daiquir,200mL,4.5,90062,STONE FENCE BEVERAGE LLC
5584,Porter's Modern Classic Gin,750mL,22.21,90024,VINILANDIA USA
5585,AITA Thai Twist Cordial,375mL,23.43,173357,TAMWORTH DISTILLING
5587,Jose Cuervo Golden Margarita,1750mL,13.17,7245,PROXIMO SPIRITS INC.
5588,Florio Fernet Liqueur,750mL,11.27,516,BANFI PRODUCTS CORP
5589,Korbel California Brandy,750mL,11.02,1128,BROWN-FORMAN CORP
5592,Tin Cup Rye Whiskey,750mL,22.21,7245,PROXIMO SPIRITS INC.
5594,Trouble's Apple Pie Moonshin,750mL,19.99,90060,Steadfast Spirits Distillin
5596,Svedka Pure Infusions Str/Gu,750mL,10.36,3960,DIAGEO NORTH AMERICA INC
5597,DeKuyper Watermelon Pucker,750mL,7.63,12546,JIM BEAM BRANDS COMPANY
5603,Trouble's Traditional Moonsh,750mL,20.76,8004,SAZERAC CO INC
5604,Absolut Berry Vodkarita 4PK,1420mL,7.63,17035,PERNOD RICARD USA
5606,Montezuma Blue Tequila Liqu,1750mL,7.19,660,SAZERAC NORTH AMERICA INC.
5607,Absolut Grapefruit Paloma 4P,1420mL,8.56,17035,PERNOD RICARD USA
5612,Absolut Mango Mule 4PK,1420mL,7.87,17035,PERNOD RICARD USA
5615,Jack Daniel's & Coke 4pk,1420mL,9.62,1128,BROWN-FORMAN CORP
5616,Emmets Irish Cream,1750mL,15.38,3960,DIAGEO NORTH AMERICA INC
5618,Jack Daniel's & Lemonade 4pk,1420mL,9.77,1128,BROWN-FORMAN CORP
5621,Aberlour A'Bunadh Alba,750mL,65.69,17035,PERNOD RICARD USA
5622,Stark Coconut Rum,750mL,22.38,99166,STARK BREWING COMPANY
5624,Trouble's Lemonade Moonshine,750mL,19.4,90060,Steadfast Spirits Distillin
5625,Teremana Blanco Tequila,750mL,22.21,3089,MAST-JAGERMEISTER US INC
5626,Baja Luna Black Raspberry,750mL,7.35,8004,SAZERAC CO INC
5627,Flag Hill Sugar Maple Liquer,375mL,13.38,17031,FLAG HILL WINERY & VINEYARD
5628,Baja Rosa Strawberry Liqueur,750mL,7.24,8004,SAZERAC CO INC
5630,Cabin Fever Maple Liqueur,750mL,14.17,3960,DIAGEO NORTH AMERICA INC
5632,Galliano L'Autentico Liqueur,375mL,11.36,6213,MHW LTD
5633,Flag Hill Cranberry Liqueur,375mL,11.62,17031,FLAG HILL WINERY & VINEYARD
5634,Montenegro Slct Aperitif Liq,750mL,20.14,3252,E & J GALLO WINERY
5635,Cape Cod Great White Rum,750mL,16.53,6830,PARK STREET IMPORTS LLC
5637,Johnnie Walker Blk w/4 50mls,3000mL,71.99,3960,DIAGEO NORTH AMERICA INC
5638,Deacon Giles Gin & Tonic,1420mL,8.52,90062,STONE FENCE BEVERAGE LLC
5641,Flag Hill Raspberry Liqueur,375mL,11.1,17031,FLAG HILL WINERY & VINEYARD
5643,Flag Hill Blueberry Liqueur,375mL,10.71,17031,FLAG HILL WINERY & VINEYARD
5644,Metcalfe's Raspberry Liqueur,375mL,11.53,9165,ULTRA BEVERAGE COMPANY LLP
5645,Pallini Raspicello Liqueur,750mL,19.08,1485,CASTLE BRANDS CORP.
5646,Knob Creek 15 Year,750mL,79.99,12546,JIM BEAM BRANDS - BAILMENT
5648,Herradura Silver,1750mL,62.14,1128,BROWN-FORMAN CORP
5651,New Amsterdam Pink Whitney,50mL,0.76,3252,E & J GALLO WINERY
5655,Jose Cuervo Lite Wh Peach,1750mL,8.79,7245,PROXIMO SPIRITS INC.
5657,Lunazul Blanco Tequila,1000mL,12.94,3924,HEAVEN HILL SALES CO
5660,Crystal Head Vodka Pride,750mL,37.03,9165,ULTRA BEVERAGE COMPANY LLP
5661,Dr McGillicuddy's Root Beer,750mL,10.31,8004,SAZERAC CO INC
5664,Cazadores Reposado Tequila,1750mL,26.61,480,BACARDI USA INC
5666,Bozal Mezcal Artesanal de Ib,750mL,75.58,9165,ULTRA BEVERAGE COMPANY LLP
5667,Skinnygirl Spicy Lime RTD,750mL,7.4,12546,JIM BEAM BRANDS COMPANY
5668,Dr McGillicuddy's Grape,750mL,9.69,8004,SAZERAC CO INC
5669,Fabrizia Blood Orange,750mL,13.38,1655,FABRIZIA SPIRITS LLC
5670,Old Elk Wheat Whiskey 100,750mL,51.99,6292,OLD ELK DISTILLERY LLC
5672,Tall Ship Malaga Island Rum,750mL,15.74,28776,TALL SHIP DISTILLERY LLC
5673,Bozal Mezcal Artesanal Pechu,750mL,71.1,9165,ULTRA BEVERAGE COMPANY LLP
5674,Sugarlands Banana Pudding,750mL,17.03,9165,ULTRA BEVERAGE COMPANY LLP
5676,Kinky Liqueur,50mL,1.42,7153,PINE STATE TRADING CO
5677,Casa Noble Joven BTB 1684 He,750mL,35.15,1392,CONSTELLATION BRANDS INC
5679,Old Elk Rye,750mL,68.69,6292,OLD ELK DISTILLERY LLC
5681,Josiah Bartlett Apple Brandy,750mL,23.8,17031,FLAG HILL WINERY & VINEYARD
5683,Dr McGillicuddy's Apple Pie,50mL,0.39,8004,SAZERAC CO INC
5684,Sippewisset Cape Cod Gin,750mL,15.71,90024,VINILANDIA USA
5685,P & J Cold Soaked Peaches,750mL,13.56,7153,PINE STATE TRADING CO
5686,Sugarlands Dark Chocolate,750mL,16.42,9165,ULTRA BEVERAGE COMPANY LLP
5687,Bozal Cenizo Mezcal,750mL,49.99,9165,ULTRA BEVERAGE COMPANY LLP
5689,Villa Massa Limoncello,750mL,14.84,4425,MARTIGNETTI COMPANIES
5694,Ice Box Mudslide,1750mL,7.74,8004,SAZERAC CO INC
5695,Bozal Barril Mezcal Reserva,750mL,78.56,9165,ULTRA BEVERAGE COMPANY LLP
5697,Metcalfe's Maple Liqueur,750mL,15.14,9165,ULTRA BEVERAGE COMPANY LLP
5698,P & J Cold Soaked Pineapples,750mL,14.61,7153,PINE STATE TRADING CO
5700,Old Elk Wheat Bourbon,750mL,49.62,6292,OLD ELK DISTILLERY LLC
5701,Sugarlands Dark Chocolate,50mL,2.11,9165,ULTRA BEVERAGE COMPANY LLP
5703,Daviess Cnty Brbn French Oak,750mL,33.08,8352,LUXCO INC
5704,Hatozaki Small Batch Japanes,750mL,43.16,6355,NICHE W & S
5705,Bauchant Orange Liqueur,750mL,15.99,6785,PALM BAY INTERNATIONAL INC
5708,Dr McGillicuddy's Root Beer,50mL,0.38,8004,SAZERAC CO INC
5712,Dorado Gold Tequila,1000mL,5.51,12546,JIM BEAM BRANDS COMPANY
5713,DeKuyper Sour Apple Pucker,1750mL,11.19,12546,JIM BEAM BRANDS COMPANY
5714,Jose Cuervo Lime Margarita,200mL 4 Pk,7.14,7245,PROXIMO SPIRITS INC.
5715,Daviess County Bourbon,750mL,29.4,8352,LUXCO INC
5716,KOVAL Cranberry Gin,750mL,21.58,9165,ULTRA BEVERAGE COMPANY LLP
5717,V-One Vodka,750mL,19.37,9166,V-ONE VODKA
5718,Old Tub BIB Bourbon,750mL,19.19,12546,JIM BEAM BRANDS - BAILMENT
5719,Seagram's Extra Smooth 100Pr,50mL,0.77,9165,ULTRA BEVERAGE COMPANY LLP
5720,KOVAL Bourbon Whiskey,750mL,35.96,9165,ULTRA BEVERAGE COMPANY LLP
5723,Deacon Giles Splash O' Cran,1420mL,8.45,90062,STONE FENCE BEVERAGE LLC
5724,Daviess Cnty Brbn Cab Cask,750mL,35.99,8352,LUXCO INC
5725,DeKuyper Sour Apple Pucker,750mL,7.4,12546,JIM BEAM BRANDS COMPANY
5726,Twenty Boat Spiced Rum,750mL,31.99,4425,MARTIGNETTI COMPANIES
5731,Malibu Passion Fruit Rum,750mL,9.02,17035,PERNOD RICARD USA
5733,E.H Taylor 18Yr Marriage,750mL,53.43,8004,SAZERAC CO INC
5734,Malibu Rum,1750mL,15.82,17035,PERNOD RICARD USA
5735,Malibu Rum,750mL,9.29,17035,PERNOD RICARD USA
5736,Widow Jane Bourbon Whiskey,375mL,32.14,4692,KOBRAND CORPORATION
5739,Malibu Rum,50mL,1.53,17035,PERNOD RICARD USA
5743,Fireball Whiskey 10pk/50mls,500mL,7.56,8004,SAZERAC CO INC
5745,Midnight Moon Dill Pickles,750mL,17.64,9165,ULTRA BEVERAGE COMPANY LLP
5746,Ardbeg Blaaack General Rlse,750mL,89.54,8112,MOET HENNESSY USA INC
5747,Malibu Pineapple Rum,750mL,8.88,17035,PERNOD RICARD USA
5748,Trader Vics Chocolate Liquer,750mL,12.59,9206,PHILLIPS PRODUCTS CO.
5749,Camarena Anejo Tequila,750mL,23.99,3252,E & J GALLO WINERY
5750,Malibu Rum Traveler,750mL,8.69,17035,PERNOD RICARD USA
5751,The Whistler Irish Cream,750mL,25.73,7153,PINE STATE TRADING CO
5752,Lunazul Reposado Tequila,1750mL,20.58,3924,HEAVEN HILL SALES CO
5755,Dewar's Ilegal Smt Mzcl Cask,750mL,19.99,480,BACARDI USA INC
5756,Dewar's Double Double 27YR,375mL,76.92,480,BACARDI USA INC
5757,Aviation American Gin,1750mL,37.03,9260,TY KU LLC
5758,1800 Ultimate Margarita RTD,1750mL,13.33,7245,PROXIMO SPIRITS INC.
5759,Malibu Tropical Banana Rum,750mL,9.44,17035,PERNOD RICARD USA
5760,Old Fitzgerald 9YR BIB Decan,750mL,71.42,8112,MOET HENNESSY USA INC
5761,Midnight Moon Watermelon,750mL,17.14,9165,ULTRA BEVERAGE COMPANY LLP
5763,Hirsch The Horizon BrbnWhsky,750mL,29.62,9165,ULTRA BEVERAGE COMPANY LLP
5765,Jose Cuervo Lime Margarita,1750mL,10.36,7245,PROXIMO SPIRITS INC.
5767,Jose Cuervo Strawberry Marg,1750mL,10.36,7245,PROXIMO SPIRITS INC.
5768,Weller Single Barrel,750mL,35.71,8004,SAZERAC CO INC
5769,Teremana Reposado Tequila,750mL,24.08,3089,MAST-JAGERMEISTER US INC
5770,Tears of Llorona,1000mL,190.83,9165,ULTRA BEVERAGE COMPANY LLP
5775,Casamigos Blanco,1000mL,40.14,3960,DIAGEO NORTH AMERICA INC
5776,Malibu Black PET,1750mL,17.64,17035,PERNOD RICARD USA
5778,Grand Marnier Louis Alexandr,750mL,49.99,11567,CAMPARI AMERICA
5779,Yeyo Tequila,750mL,40.45,7255,PSP WINES
5780,Malibu Black,750mL,10.44,17035,PERNOD RICARD USA
5781,Hennessy VSOP Manhattan VAP,750mL,37.49,8112,MOET HENNESSY USA INC
5782,Johnnie Walker 12 Days Disco,600mL,79.36,3960,DIAGEO NORTH AMERICA INC
5784,Sqrrl Peanut Butter Whiskey,750mL,15.62,12546,JIM BEAM BRANDS - BAILMENT
5788,Johnnie Walker Blk w/ 2x50ml,1500mL,28.24,3960,DIAGEO NORTH AMERICA INC
5790,Baileys Apple Pie,750mL,19.25,3960,DIAGEO NORTH AMERICA INC
5791,Villa One Reposado,750mL,39.99,8664,STOLI GROUP (USA) LLC
5793,Elijah Craig w/ Old FshnSyrp,750mL,21.2,3924,HEAVEN HILL SALES CO
5794,Ole Smokey Pumpkin Spce Crm,750mL,14.59,6359,OLE SMOKY DISTILLERY LLC
5795,Courvoisier L'Essence Cognac,750mL,2518.51,12546,JIM BEAM BRANDS COMPANY
5797,Chicken Cock KY Strt Brbn Ws,750mL,42.63,6830,PARK STREET IMPORTS LLC
5798,1800 Raspberry Margarita RTD,1750mL,15.87,7245,PROXIMO SPIRITS INC.
5800,Beagans Cranberry Vodka,800mL,7.19,5010,LeVecke Corporation
5802,Martell VSOP Red Barrel,750mL,25.17,17035,PERNOD RICARD USA
5803,Hardy Legend 1863 Cognac,750mL,36.76,5010,LeVecke Corporation
5804,Villa One Silver,750mL,33.83,8664,STOLI GROUP (USA) LLC
5805,Jose Cuervo Light Margaritas,1750mL,11.1,7245,PROXIMO SPIRITS INC.
5807,Chicken Cock KY Straight Rye,750mL,49.99,6830,PARK STREET IMPORTS LLC
5808,Los Amantes Reposado Mezcal,750mL,38.12,6785,PALM BAY INTERNATIONAL INC
5809,Carolan's Irish Cream w/ Mug,750mL,9.84,3924,HEAVEN HILL SALES CO
5810,Cuervo Watermelon Margaritas,1750mL,10.6,7245,PROXIMO SPIRITS INC.
5811,Beagans Margarita,800mL,7.29,17035,PERNOD RICARD USA
5812,Joe Louis Straight Brbn Whsk,750mL,27.2,4456,Joe Louis Distilling Co
5813,Adirondack High Rye Bourbon,750mL,28.56,90062,STONE FENCE BEVERAGE LLC
5814,Tesseron Lot 90 XO Ovation,750mL,67.66,10754,PERFECTA WINES
5815,Godiva Dark Chocolate,750mL,15.71,3960,DIAGEO NORTH AMERICA INC
5816,Reservoir Hunter&Scott Rye,750mL,39.05,90024,VINILANDIA USA
5817,GranGala Triple Orange,1750mL,22.89,8004,SAZERAC CO INC
5819,Jack Daniel's Carton w/Glass,750mL,20.3,1128,BROWN-FORMAN CORP
5820,Dr McGillicuddy's Peppermint,750mL,11.93,8004,SAZERAC CO INC
5821,Reservoir Hunter&Scott Brbn,750mL,28.56,90024,VINILANDIA USA
5824,Broken Barrel CA Oak Bourbon,750mL,25.77,9165,ULTRA BEVERAGE COMPANY LLP
5826,DeKuyper Razzmatazz,750mL,6.86,12546,JIM BEAM BRANDS COMPANY
5827,Jack Daniel's Holiday Clndr,1000mL,57.96,1128,BROWN-FORMAN CORP
5828,Ryans Irish Cream,750mL,6.61,8004,SAZERAC CO INC
5830,Beagans Old Fashioned,800mL,7.87,5010,LeVecke Corporation
5832,Broken Barrel Hersey Rye,750mL,25.38,9165,ULTRA BEVERAGE COMPANY LLP
5833,Patron Roca Silver Tequila,750mL,50.77,9165,ULTRA BEVERAGE COMPANY LLP
5834,Merican Mule Pumpkin Style,1420mL,9.55,90062,STONE FENCE BEVERAGE LLC
5836,Bauers Obstler Echt,1000mL,19.08,9622,WEIN BAUER INC
5837,Vermont Ice Maple Brbn Cream,750mL,25.18,12546,JIM BEAM BRANDS COMPANY
5840,Rumchata Peppermint Bark,750mL,17.9,6213,MHW LTD
5841,Kahlua Blonde Roast,750mL,15.93,17035,PERNOD RICARD USA
5844,Disaronno Velvet w/2 Glasses,750mL,22.65,2555,DISARONNO INTERNATIONAL LLC
5845,Rabbit Hole Heigold Brbn Wsk,750mL,42.96,17035,PERNOD RICARD USA
5846,Belle Meade Bourbon Classic,750mL,34.34,1392,CONSTELLATION BRANDS INC
5847,Godiva Chocolate Liqueur,750mL,17.31,3960,DIAGEO NORTH AMERICA INC
5849,GranGala Triple Orange,750mL,12.4,8004,SAZERAC CO INC
5850,Tia Maria w/ Glasses VAP,750mL,17.14,2555,DISARONNO INTERNATIONAL LLC
5851,The Wee Man's Blend,750mL,30.07,17035,PERNOD RICARD USA
5852,Redemption High Rye #20-124,750mL,37.31,4425,MARTIGNETTI COMPANIES
5853,Bomberger's Declaration Brbn,750mL,79.36,4425,MARTIGNETTI COMPANIES
5855,Kahlua Salted Caramel,750mL,14.61,17035,PERNOD RICARD USA
5856,The Macallan Fine & Rare 91,750mL,10826.01,2561,EDRINGTON AMERICAS
5858,Ole Smoky Apple Pie Moonshin,50mL,1.58,6359,OLE SMOKY DISTILLERY LLC
5859,Smugglers Notch Maple Cream,750mL,49.6,4425,MARTIGNETTI COMPANIES
5863,Redemption High Rye #20-093,750mL,38.16,4425,MARTIGNETTI COMPANIES
5865,Golden Wat Cognac,750mL,24.99,4425,MARTIGNETTI COMPANIES
5870,Howler Head Banana Bourbon,750mL,19.7,4425,MARTIGNETTI COMPANIES
5871,JCB 1969 Cognac,1000mL,1527.12,4425,MARTIGNETTI COMPANIES
5875,Malibu Light Bl Hawaiian RTD,1750mL,12.22,17035,PERNOD RICARD USA
5876,Paul John Nirvana SM Whisky,750mL,23.99,8004,SAZERAC CO INC
5877,Ryans Irish Cream,50mL,0.62,8004,SAZERAC CO INC
5878,Whistlepig Piggyback 6YR Rye,750mL,36.49,9165,ULTRA BEVERAGE COMPANY LLP
5879,Cincoro Blanco Tequila,750mL,53.43,6830,PARK STREET IMPORTS LLC
5880,Maker's Mark 101,750mL,28.56,8352,LUXCO INC
5881,Lone Whisker 12yr Bourbon,750mL,157.47,9165,ULTRA BEVERAGE COMPANY LLP
5882,Tesseron Composition,750mL,38.16,10754,PERFECTA WINES
5883,Town Branch 5YR SnglBrl 1257,750mL,37.59,10754,PERFECTA WINES
5890,Godiva Wh Chocolate Liqueur,750mL,16.66,3960,DIAGEO NORTH AMERICA INC
5891,Ryans Irish Cream,1750mL,11.84,8004,SAZERAC CO INC
5895,Glenmorangie Grand Vtg 1996,750mL,624.99,8112,MOET HENNESSY USA INC
5897,99 Bananas,750mL,7.46,660,SAZERAC NORTH AMERICA INC.
5898,Elijah Craig Toasted Barrel,750mL,39.36,3924,HEAVEN HILL SALES CO
5899,Branson VSOP Grande Chmpgne,750mL,47.44,8320,SHAW ROSS INT L IMP LTD
5900,Blanton's Gold,750mL,88.88,3960,DIAGEO NORTH AMERICA INC
5903,Ole Smoky Hunch Punch Moonsh,50mL,1.59,6359,OLE SMOKY DISTILLERY LLC
5904,KAH Reposado Tequila,750mL,47.61,9165,ULTRA BEVERAGE COMPANY LLP
5906,Red Cup Vodka,750mL,13.73,6280,UNCORKED LLC
5907,St. Patrick's Cookies&Cream,750mL,10.14,653,STATE WINE & SPIRITS
5908,Skrewball Peanut Butter Wsky,375mL,11.84,9165,ULTRA BEVERAGE COMPANY LLP
5910,KAH Blanco Tequila,750mL,39.36,9165,ULTRA BEVERAGE COMPANY LLP
5911,Faretti Biscotti Liqueur,750mL,26.15,4425,MARTIGNETTI COMPANIES
5914,1800 Millenio Extra Anejo,750mL,171.75,7245,PROXIMO SPIRITS INC.
5916,Poli Dstlry Po' di Poli Secc,750mL,41.98,9552,M S WALKER INC
5921,RumChata Liqueur,750mL,14.81,6213,MHW LTD
5927,RAMPUR Dbl Csk Indian Sngl,750mL,58.82,2000,SOUTHERN GLAZERS W&S OF NE
5929,RumChata Liqueur,1750mL,34.88,6213,MHW LTD
5931,Cask & Kettle Irish Coffee,200mL,12.4,8945,TEMPERANCE DISTILLING CO.
5932,Yamato Csk Strength Spcl Edt,750mL,75.18,10754,PERFECTA WINES
5936,The Lost Distillery Benarchi,750mL,31.24,653,STATE WINE & SPIRITS
5937,Cask & Kettle Mint Patty Cfe,200mL,12.4,8945,TEMPERANCE DISTILLING CO.
5938,Balcones Baby Blue Crn Wsky,750mL,28.98,9260,TY KU LLC
5941,WhistlePig Homestock Rye Wsk,750mL,56.15,9165,ULTRA BEVERAGE COMPANY LLP
5943,Belle Meade Brbn Rsv Whiskey,750mL,47.79,1392,CONSTELLATION BRANDS INC
5944,Cask & Kettle Spiked Dry Cdr,200mL,12.14,8945,TEMPERANCE DISTILLING CO.
5945,Allen's Cold Brew - ON PREM,750mL,6.92,9552,M S WALKER INC
5946,Jack Daniel's TN Apple,1000mL,20.29,1128,BROWN-FORMAN CORP
5949,E&J Brandy Spiced,750mL,10.84,3252,E & J GALLO WINERY
5952,Jagermeister Liqueur,50mL,1.42,3089,SIDNEY FRANK IMPORTING CO
5954,Fireball Cinnamon Whisky,200mL,2.87,8004,SAZERAC CO INC
5956,Courvoisier VS 1L,1000mL,29,12546,JIM BEAM BRANDS - BAILMENT
5957,Dorda Sea Salt Caramel Lqr,750mL,19.83,6213,MHW LTD
5959,Lunazul Anejo Extra Aged,750mL,40.43,10754,PERFECTA WINES
5960,The Busker Blend Irish Wsky,750mL,20.76,2555,DISARONNO INTERNATIONAL LLC
5961,Lunazul Dbl Brl Reposado,750mL,34.61,3924,HEAVEN HILL SALES CO
5962,Vermont Ice Maple Creme,750mL,17.26,9165,ULTRA BEVERAGE COMPANY LLP
5964,McConnell's Irish Whiskey,750mL,26.18,6213,MHW LTD
5965,El Mayor X Anejo Rum Cask,750mL,102.35,8352,LUXCO INC
5970,St George Spiced Pear Liquer,750mL,21.8,9165,ULTRA BEVERAGE COMPANY LLP
5971,Bacardi Coquito,750mL,15.38,480,BACARDI USA INC
5973,Demon Seed Whiskey,750mL,18.51,277,BOSTON HARBOR DISTILLERY LL
5974,Timeless Vodka,750mL,21.89,7153,PINE STATE TRADING CO
5975,Siempre Tequila Plata,750mL,29.84,7153,PINE STATE TRADING CO
5976,Davidoff XO Cognac,750mL,119.99,7153,PINE STATE TRADING CO
5977,Absinthe Ordinaire,750mL,16.42,6213,MHW LTD
5980,Siempre Tequila Anejo,750mL,44.11,7153,PINE STATE TRADING CO
5981,Filibuster Strt Rye Whiskey,750mL,42.39,7153,PINE STATE TRADING CO
5982,Rumcojones Cinnamon Rum,750mL,12.4,90062,STONE FENCE BEVERAGE LLC
5983,Flag Hill Spiced Rum,750mL,21.42,17031,FLAG HILL WINERY & VINEYARD
5984,Smirnoff Spicy Tamarind,750mL,9.99,3960,DIAGEO NORTH AMERICA INC
5986,Johnnie Walker 200th Anvrsy,750mL,56.83,3960,DIAGEO NORTH AMERICA INC
5988,Captain Morgan Sliced Apple,750mL,12.14,3960,DIAGEO NORTH AMERICA INC
5989,Tanteo Jalapeno Tequila,50mL,2.2,9165,ULTRA BEVERAGE COMPANY LLP
5991,Orphan Brl Muckety Muck 24YR,750mL,175.77,3960,DIAGEO NORTH AMERICA INC
5993,2Nite Espresso Vodka,750mL,9.55,7451,ROSSI IMPORT LLC
5996,Yellowstone Ltd Edt 2021,750mL,82.7,8352,LUXCO INC
5997,The Dalmore 25 Year,750mL,1023.61,3252,E & J GALLO WINERY
6008,Stoli Premium Power Pack VAP,750mL,15.99,8664,STOLI GROUP (USA) LLC
6014,Carolans Salted Caramel,750mL,12.79,3924,HEAVEN HILL SALES CO
6015,Jackson Morgan Salted Carmel,750mL,16.42,4425,MARTIGNETTI COMPANIES
6016,Midnight Moon Peppermint VAP,50mL,2.16,9165,ULTRA BEVERAGE COMPANY LLP
6028,Johnnie Walker Blue Crystal,750mL,170.45,3960,DIAGEO NORTH AMERICA INC
6032,Absolut and 50ml Juice VAP,750mL,17.31,17035,PERNOD RICARD USA
6034,Ole Smoky Peppermint VAP,750mL,15.14,6359,OLE SMOKY DISTILLERY LLC
6035,Ole Smoky Mountain Java VAP,50mL,1.83,6359,OLE SMOKY DISTILLERY LLC
6036,99 Brand Candy Cane VAP,250mL,3.05,8004,SAZERAC CO INC
6038,Brinley Gold Shipwrk Coconut,750mL,19.08,9165,ULTRA BEVERAGE COMPANY LLP
6039,Fireball Candy Cane,500mL,7.57,8004,SAZERAC CO INC
6041,Brinley Gold Shipwrk Vanilla,750mL,18.7,9165,ULTRA BEVERAGE COMPANY LLP
6043,Brinley Gold Shipwrck Coffee,750mL,19.69,9165,ULTRA BEVERAGE COMPANY LLP
6045,Fireball Holiday 50mL VAP,750mL,11.9,8004,SAZERAC CO INC
6049,Fabrizia Crema di Limoncello,750mL,15.87,1655,FABRIZIA SPIRITS LLC
6051,Baileys Red Velvet Cupcake,750mL,16.05,3960,DIAGEO NORTH AMERICA INC
6052,Ciroc White Grape,750mL,19.37,3960,DIAGEO NORTH AMERICA INC
6058,Grey Goose Martini Glass VAP,750mL,22.21,480,BACARDI USA INC
6061,Crystal Head Onyx Agave Vdka,750mL,42.3,9165,ULTRA BEVERAGE COMPANY LLP
6062,Graves 190 Proof,1000mL,13.13,12546,JIM BEAM BRANDS COMPANY
6065,Revanche Cognac,750mL,28.56,9165,ULTRA BEVERAGE COMPANY LLP
6067,Graves 190 Proof,750mL,11.1,653,STATE WINE & SPIRITS
6070,Graves 190 Proof,1750mL,24.8,9552,M S WALKER INC
6072,Legent Bourbon,750mL,30.53,12546,JIM BEAM BRANDS - BAILMENT
6074,Bowmore 26YR Vintner's Trilo,750mL,534.34,12546,JIM BEAM BRANDS - BAILMENT
6078,Blackened American Whiskey,750mL,36.76,9165,ULTRA BEVERAGE COMPANY LLP
6080,Captain Morgan Sliced Apple,50mL,1.47,3960,DIAGEO NORTH AMERICA INC
6081,Kinky Blue Liqueur,50mL,1.46,7153,PINE STATE TRADING CO
6083,Wahrer Vodka,750mL,28.67,6280,UNCORKED LLC
6087,Mestizo Mezcal Reposado,750mL,37.67,7255,PSP WINES
6088,Puncher's Chance,750mL,18.79,6213,MHW LTD
6089,Redbreast 12YR Cask Strength,750mL,67.66,17035,PERNOD RICARD USA
6096,Kinky Blue Liqueur,750mL,12.77,7153,PINE STATE TRADING CO
6098,Old Fitzgerald 14YR BIB Deca,750mL,102.93,3924,HEAVEN HILL SALES CO
6099,WhiskeySmith Banana,750mL,16.42,6292,OLD ELK DISTILLERY LLC
6101,You & Yours Vodka Mule,1420mL,12.59,7153,PINE STATE TRADING CO
6104,West Cork IPA Cask Matured,750mL,24.23,9552,M S WALKER INC
6106,Woodford RSV CIGAR SHENANIGA,1000mL,35.71,1128,BROWN-FORMAN CORP
6110,Branson XO Cognac,750mL,204.54,8320,SHAW ROSS INT L IMP LTD
6111,Kentucky Owl 10YR Rye #4,750mL,229,8664,STOLI GROUP (USA) LLC
6112,Bushmills Irish Whiskey VAP,750mL,21.2,7245,PROXIMO SPIRITS INC.
6113,Old Forester Single Brl Prf,750mL,60.6,1128,BROWN-FORMAN CORP
6116,Sogno di Sorrento Lemoncell,750mL,18.65,9165,ULTRA BEVERAGE COMPANY LLP
6119,Glen Moray Tasting Clctn VAP,200mL,9.28,8004,SAZERAC CO INC
6120,Jacob's Pardon Am Whiskey,750mL,71.99,3960,DIAGEO NORTH AMERICA INC
6121,Loyal 9 Watermelon Lemonade,1420mL,8.33,4425,MARTIGNETTI COMPANIES
6123,The Macallan 15YR Double Csk,750mL,101.46,2561,EDRINGTON AMERICAS
6124,The Legendary Dark Silkie,750mL,30.88,9165,ULTRA BEVERAGE COMPANY LLP
6125,Espresso Martini,750mL,27.81,277,BOSTON HARBOR DISTILLERY LL
6126,Sogno di Sorrento Crema Lem,750mL,18.11,9165,ULTRA BEVERAGE COMPANY LLP
6127,Gray Whale Gin,750mL,28.98,3960,DIAGEO NORTH AMERICA INC
6130,Revel Stoke Blackberry,750mL,12.97,9206,PHILLIPS PRODUCTS CO.
6136,Metaxa 12YR Brandy,750mL,30.43,4848,LAIRD & CO
